Addresses,Prices,Beds,Baths,Square Footage,Zip Code,State,City,Street Address
"524 S  Marion Ave Tulsa, OK 74112","$1,400/mo",3bd,1ba,"1,300 sqft",74112,OK,Tulsa,524 S  Marion Ave
"9004 N  64th Ave E Owasso, OK 74055","$2,750/mo",4bd,3ba,"2,277 sqft",74055,OK,Owasso,9004 N  64th Ave E
"3034 NW Grant Ave Corvallis, OR 97330","$3,150/mo",6bd,2.5ba,"3,902 sqft",97330,OR,Corvallis,3034 NW Grant Ave
"1203 Bexhill St West Linn, OR 97068","$3,000/mo",3bd,2.5ba,"1,744 sqft",97068,OR,West Linn,1203 Bexhill St
"4756 Carman Dr Lake Oswego, OR 97035","$2,700/mo",3bd,1ba,"1,455 sqft",97035,OR,Lake Oswego,4756 Carman Dr
"2755 SW Greens Blvd #4 Redmond, OR 97756","$2,495/mo",2bd,2.5ba,"1,605 sqft",97756,OR,Redmond,2755 SW Greens Blvd #4
"51941 Lumberman Ln La Pine, OR 97739","$2,700/mo",3bd,3ba,"2,010 sqft",97739,OR,La Pine,51941 Lumberman Ln
"25 NE Pleasant Dr Cascade Locks, OR 97014","$2,500/mo",2bd,1.5ba,"1,300 sqft",97014,OR,Cascade Locks,25 NE Pleasant Dr
"Address Not Disclosed La Pine, OR 97739","$1,200/mo",1bd,1ba,576 sqft,97739,OR,La Pine,Address Not Disclosed
"730 Van Buren St Eugene, OR 97402","$1,950/mo",2bd,1ba,"1,134 sqft",97402,OR,Eugene,730 Van Buren St
"3835 Knox Butte Rd   NE Albany, OR 97322","$1,150/mo",1bd,1ba,725 sqft,97322,OR,Albany,3835 Knox Butte Rd   NE
"1280 Marshall Dr SE Salem, OR 97302","$2,995/mo",4bd,3ba,"2,659 sqft",97302,OR,Salem,1280 Marshall Dr SE
"Overlook North Portland, OR 97227","$1,425 - $1,949/mo",1-2bd,1ba,No Data,97227,OR,Portland,Overlook North
"Worthington Apartments Portland, OR 97209","$1,250/mo",1bd,1ba,No Data,97209,OR,Portland,Worthington Apartments
"9336 N  Lombard St   #B Portland, OR 97203",$995/mo,1bd,1ba,No Data,97203,OR,Portland,9336 N  Lombard St   #B
"5335 NE 41st Ave Portland, OR 97211","$2,299/mo",2bd,1ba,940 sqft,97211,OR,Portland,5335 NE 41st Ave
"241 S  Quadrant St Rockaway Beach, OR 97136","$2,490/mo",3bd,2ba,"1,440 sqft",97136,OR,Rockaway Beach,241 S  Quadrant St
"West Parc Portland, OR 97229","$1,625 - $2,310/mo",1-3bd,1-2ba,No Data,97229,OR,Portland,West Parc
"15385 NW Dane Ln Portland, OR 97229","$2,845/mo",4bd,3ba,"2,124 sqft",97229,OR,Portland,15385 NW Dane Ln
"14155 SW 22nd St Beaverton, OR 97008","$3,195/mo",4bd,3ba,"2,306 sqft",97008,OR,Beaverton,14155 SW 22nd St
"2372 NW Matteo Dr McMinnville, OR 97128","$2,595/mo",4bd,2.5ba,"2,175 sqft",97128,OR,McMinnville,2372 NW Matteo Dr
"The Avalon Apartment Homes Pittsburgh, PA 15202","$1,175 - $1,405/mo",1-2bd,1-2ba,No Data,15202,PA,Pittsburgh,The Avalon Apartment Homes
"8500 Thompson Run Rd Allison Park, PA 15101","$2,300/mo",2bd,2ba,"1,200 sqft",15101,PA,Allison Park,8500 Thompson Run Rd
"1918 S  18th St   #3 Pittsburgh, PA 15203","$2,200/mo",3bd,3ba,"2,500 sqft",15203,PA,Pittsburgh,1918 S  18th St   #3
"1127 Darlington Rd Beaver Falls, PA 15010","$1,600/mo",4bd,1ba,"1,800 sqft",15010,PA,Beaver Falls,1127 Darlington Rd
"STRATA East Allentown, PA 18101","$1,480 - $1,814/mo",1-2bd,1-2ba,No Data,18101,PA,Allentown,STRATA East
"246 W  Bridge St   #A3 New Hope, PA 18938","$1,750/mo",1bd,1ba,950 sqft,18938,PA,New Hope,246 W  Bridge St   #A3
"913 Old Scalp Ave  #263 Johnstown, PA 15904","$1,295/mo",1bd,1ba,No Data,15904,PA,Johnstown,913 Old Scalp Ave  #263
"Luxor Lifestyle Apartments Phoenixville Phoenixville, PA 19460","$1,645 - $2,788/mo",Studio-2bd,1-2ba,No Data,19460,PA,Phoenixville,Luxor Lifestyle Apartments 
"2014 Newark Rd Lincoln University, PA 19352","$2,150/mo",3bd,1.5ba,"1,120 sqft",19352,PA,Lincoln University,2014 Newark Rd
"630 Gates Ln Enola, PA 17025","$1,450/mo",2bd,2ba,"1,184 sqft",17025,PA,Enola,630 Gates Ln
"225 Emerald St Harrisburg, PA 17110",$995/mo,4bd,1ba,No Data,17110,PA,Harrisburg,225 Emerald St
"684 Winding Ln   #684 Harrisburg, PA 17111","$1,695/mo",3bd,2.5ba,"1,600 sqft",17111,PA,Harrisburg,684 Winding Ln   #684
"216 House Way Wayne, PA 19087","$4,600/mo",3bd,4ba,"3,592 sqft",19087,PA,Wayne,216 House Way
"1128 W  25th St   #2 Erie, PA 16502",$950/mo,2bd,1ba,"1,130 sqft",16502,PA,Erie,1128 W  25th St   #2
"2031 Main St   #A Cardale, PA 15420",$800/mo,2bd,1ba,No Data,15420,PA,,
"19 Thorn St   #1 Carbondale, PA 18407","$1,150/mo",3bd,1ba,900 sqft,18407,PA,Carbondale,19 Thorn St   #1
"450 W. Chestnut St. Lancaster, PA 17603","$1,150/mo",2bd,1ba,No Data,17603,PA,Lancaster,450 W. Chestnut St.
"Valley View Honey Brook Honey Brook, PA 19344","$1,150/mo",2bd,2ba,No Data,19344,PA,Valley View," Honey Brook Honey Brook, PA 19344"
"550 S  Benner Ave Fountain Hill, PA 18015","$1,125/mo",2bd,1ba,No Data,18015,PA,Fountain Hill,550 S  Benner Ave
"550 S  Benner Ave  #2 Bethlehem, PA 18015","$1,125/mo",2bd,1ba,No Data,18015,PA,Bethlehem,550 S  Benner Ave  #2
"42 Nittany Dr   #H4 Dallas, PA 18612","$1,000/mo",3bd,2ba,"1,200 sqft",18612,PA,Nittany,"42  Dr   #H4 Dallas, PA 18612"
"131 Island Dr Long Pond, PA 18334","$2,400/mo",4bd,2ba,"2,234 sqft",18334,PA,,
"56 S Charlotte St Pottstown, PA 19464","$1,350/mo",2bd,1.5ba,No Data,19464,PA,Pottstown,56 S Charlotte St
"401 Seminary St Pennsburg, PA 18073","$1,375/mo",2bd,1ba,No Data,18073,PA,Pennsburg,401 Seminary St
"Reserve at Palmer Pointe Easton, PA 18045","$1,580 - $2,460/mo",1-2bd,1-2ba,No Data,18045,PA,Easton,Reserve at Palmer Pointe
"358 S  Broadway #B Wind Gap, PA 18091","$1,200/mo",1bd,1ba,No Data,18091,PA,Wind Gap,358 S  Broadway #B
"The View at Old City Philadelphia, PA 19106","$1,695 - $4,239/mo",Studio-2bd,1-2ba,No Data,19106,PA,Philadelphia,The View at Old City
"5427 Wayne Philadelphia, PA 19144",$900 - $950/mo,1bd,1ba,No Data,19144,PA,Philadelphia,5427 Wayne
"Studio, $875 Philadelphia, PA 19104",$875/mo,Studio,1ba,No Data,19104,PA,Philadelphia,"Studio, $875"
"1425 N  Ithan St Philadelphia, PA 19131","$1,125/mo",2bd,1ba,871 sqft,19131,PA,Philadelphia,1425 N  Ithan St
"304 Shore Dr   #B Montague, NJ 07827","$2,200/mo",3bd,2ba,"2,000 sqft",07827,NJ,,
"202 11th St Franklin, PA 16323","$1,450/mo",3bd,1ba,"1,750 sqft",16323,PA,Franklin,202 11th St
"Timber Ridge New Stanton, PA 15672",$590 - $695/mo,1-2bd,1-1.5ba,No Data,15672,PA,New Stanton,Timber Ridge
"Walnut Crossings Monroeville, PA 15146","$835 - $1,510/mo",Studio-2bd,1-2ba,No Data,15146,PA,Monroeville,Walnut Crossings
"235 Jug Rd York, PA 17404","$1,650/mo",3bd,1ba,"1,226 sqft",17404,PA,York,235 Jug Rd
"The Village At Saw Mill Square North Kingstown, RI 02852","$2,200/mo",2bd,2ba,No Data,02852,RI,,
"38 Franklin St Newport, RI 02840","$3,400/mo",3bd,2.5ba,"1,942 sqft",02840,RI,Newport,38 Franklin St
"9 Gray Coach Ln #905 Cranston, RI 02921","$2,400/mo",2bd,2ba,"1,100 sqft",02921,RI,Cranston,9 Gray Coach Ln #905
"89 America St   #1 Providence, RI 02903","$2,250/mo",3bd,1ba,No Data,02903,RI,Providence,89 America St   #1
"370 Hope St   #1 Providence, RI 02906","$1,950/mo",3bd,1ba,No Data,02906,RI,Providence,370 Hope St   #1
"105 White Rock Rd   #11 Westerly, RI 02891","$1,080/mo",1bd,1ba,No Data,02891,RI,,
"884 Partridge Bend Rd Aiken, SC 29803",$700/mo,2bd,1ba,900 sqft,29803,SC,Aiken,884 Partridge Bend Rd
"129 Bennington Ln Aiken, SC 29803","$1,400/mo",2bd,2ba,"1,096 sqft",29803,SC,Aiken,129 Bennington Ln
"158 Pine Crst View Dr Dr Summerville, SC 29486","$2,450/mo",4bd,2.5ba,"2,445 sqft",29486,SC,Summerville,158 Pine Crst View Dr Dr
"Riverland Woods Charleston, SC 29412","$1,800 - $2,735/mo",1-3bd,1-2ba,No Data,29412,SC,Charleston,Riverland Woods
"1648 Indy Dr North Charleston, SC 29405","$2,500/mo",3bd,2.5ba,"1,710 sqft",29405,SC,Charleston,1648 Indy Dr North
"1743 Skinner Ave  #B Charleston, SC 29407","$2,800/mo",3bd,2ba,"1,050 sqft",29407,SC,Charleston,1743 Skinner Ave  #B
"345 Connecticut Ave  #B Spartanburg, SC 29302","$1,495/mo",2bd,1.5ba,"1,200 sqft",29302,SC,Spartanburg,345 Connecticut Ave  #B
"325 Crossandra Ave Summerville, SC 29483","$2,035/mo",3bd,2.5ba,"1,569 sqft",29483,SC,Summerville,325 Crossandra Ave
"Flintlake Myrtle Beach, SC 29579","$1,410 - $1,875/mo",1-3bd,1-2.5ba,No Data,29579,SC,Myrtle Beach,Flintlake
"7 Woodway Dr Greer, SC 29651","$1,900/mo",3bd,2.5ba,"1,900 sqft",29651,SC,Greer,7 Woodway Dr
"517 Barn Swallow Dr Simpsonville, SC 29680","$2,109/mo",4bd,2.5ba,"2,252 sqft",29680,SC,Simpsonville,517 Barn Swallow Dr
"920 Yarn Way Greer, SC 29651","$1,700/mo",3bd,2.5ba,"1,599 sqft",29651,SC,Greer,920 Yarn Way
"2356 Blackthorn Dr Conway, SC 29526","$2,500/mo",4bd,2ba,"1,774 sqft",29526,SC,Conway,2356 Blackthorn Dr
"113 Magnolia Petal Dr Elgin, SC 29045","$3,295/mo",4bd,3ba,"3,348 sqft",29045,SC,Elgin,113 Magnolia Petal Dr
"220 Crimson Oak Dr Lexington, SC 29072","$1,599/mo",3bd,2ba,"1,224 sqft",29072,SC,Lexington,220 Crimson Oak Dr
"100 Blissful Ct Aynor, SC 29511","$1,275/mo",3bd,2ba,No Data,29511,SC,Aynor,100 Blissful Ct
"204 Calhoun St   #20 Clemson, SC 29631",$800/mo,1bd,1ba,No Data,29631,SC,Clemson,204 Calhoun St   #20
"409 Sesqui Trl Columbia, SC 29223","$1,735/mo",3bd,2.5ba,"1,759 sqft",29223,SC,Columbia,409 Sesqui Trl
"251 Burbank St   #B Columbia, SC 29210","$1,200/mo",1bd,1ba,500 sqft,29210,SC,Columbia,251 Burbank St   #B
"107 Bland Ave Johnston, SC 29832",$600/mo,2bd,1ba,"1,000 sqft",29832,SC,Johnston,107 Bland Ave
"175 Heatherwood Ln Greer, SC 29651","$2,300/mo",4bd,2.5ba,"2,200 sqft",29651,SC,Greer,175 Heatherwood Ln
"457 Robney Dr Sumter, SC 29150",$950/mo,2bd,1ba,"1,121 sqft",29150,SC,Sumter,457 Robney Dr
"155 Ole Simpson Pl Catawba, SC 29704","$1,200/mo",2bd,1ba,780 sqft,29704,SC,Catawba,155 Ole Simpson Pl
"Oakwood Estates Sioux Falls, SD 57106",$835 - $990/mo,1-2bd,1-2ba,No Data,57106,SD,Sioux Falls,Oakwood Estates
"604 W  Rice St   #201 Sioux Falls, SD 57104",$725/mo,2bd,1ba,650 sqft,57104,SD,Sioux Falls,604 W  Rice St   #201
"5523 Compass Way Christiana, TN 37037","$2,150/mo",3bd,2.5ba,"1,440 sqft",37037,TN,Christiana,5523 Compass Way
"212 W  Doe Ave Elizabethton, TN 37643","$1,300/mo",2bd,2ba,"1,320 sqft",37643,TN,Elizabethton,212 W  Doe Ave
"Views at Hillwood II Nashville, TN 37209","$1,579 - $2,009/mo",2-3bd,2-2.5ba,No Data,37209,TN,Nashville,Views at Hillwood II
"9236 Thomason Trl Antioch, TN 37013","$1,995/mo",3bd,2.5ba,"1,677 sqft",37013,TN,,
"305 Hampstead N Antioch, TN 37013","$1,910/mo",3bd,2ba,"1,234 sqft",37013,TN,,
"510 Shadow Glen Dr Nashville, TN 37211","$1,795/mo",2bd,2.5ba,"1,234 sqft",37211,TN,Nashville,510 Shadow Glen Dr
"75 Greer Ln Oakland, TN 38060","$1,850/mo",3bd,2ba,"1,892 sqft",38060,TN,Oakland,75 Greer Ln
"109 Peace St   #243 Chattanooga, TN 37415",$955/mo,1bd,1ba,600 sqft,37415,TN,Chattanooga,109 Peace St   #243
"3229 Williams St Chattanooga, TN 37410","$2,700/mo",3bd,3ba,"2,057 sqft",37410,TN,Chattanooga,3229 Williams St
"4200 Randolph Cir  #A Chattanooga, TN 37406","$1,895/mo",4bd,2ba,"2,200 sqft",37406,TN,Chattanooga,4200 Randolph Cir  #A
"1722 Coker Ave  #7 Knoxville, TN 37917","$1,100/mo",2bd,1ba,No Data,37917,TN,Knoxville,1722 Coker Ave  #7
"2911 Boright Dr Knoxville, TN 37917","$2,200/mo",2bd,1ba,"1,200 sqft",37917,TN,Knoxville,2911 Boright Dr
"12550 Rocky Slope Ln Knoxville, TN 37922","$3,300/mo",4bd,2.5ba,"3,412 sqft",37922,TN,Knoxville,12550 Rocky Slope Ln
"4368 Scott Hollow Rd Culleoka, TN 38451","$1,600/mo",3bd,2.5ba,"1,718 sqft",38451,TN,,
"1 bed, 1.0 bath, 850 sqft, $750 Clarksville, TN 37040",$750/mo,1bd,1ba,No Data,37040,TN,Clarksville,"1 bed, 1.0 bath, 850 sqft, $750"
"540 Sitka St Clarksville, TN 37040","$1,659/mo",4bd,3ba,"1,738 sqft",37040,TN,Clarksville,540 Sitka St
"960 Magnolia Ct Cookeville, TN 38501","$1,295/mo",2bd,2ba,"1,143 sqft",38501,TN,Cookeville,960 Magnolia Ct
"Haynes Manor Murfreesboro, TN 37129","$1,030/mo",1bd,1ba,No Data,37129,TN,Murfreesboro,Haynes Manor
"3064 Ace Wintermeyer Dr La Vergne, TN 37086","$1,885/mo",3bd,2.5ba,"1,484 sqft",37086,TN,La Vergne,3064 Ace Wintermeyer Dr
"1032 Silver Point Dr Murfreesboro, TN 37130","$1,500/mo",2bd,1.5ba,"1,087 sqft",37130,TN,Murfreesboro,1032 Silver Point Dr
"Dogwood Creek Collierville, TN 38017","$1,390 - $1,757/mo",1-3bd,1-2ba,No Data,38017,TN,Collierville,Dogwood Creek
"525 Chickasaw Land Way Collierville, TN 38017","$2,865/mo",5bd,3.5ba,"4,112 sqft",38017,TN,Collierville,525 Chickasaw Land Way
"Midtowners Paradise - 2 bedroom / 1 bath - Apartment Community in the heart of Overton Square! Memphis, TN 38104",$995/mo,2bd,1ba,No Data,38104,TN,Memphis,Midtowners Paradise - 2 bedroom / 1 bath - Apartment Community in the heart of Overton Square!
"3612 Prescott Rd Memphis, TN 38118",$900/mo,2bd,1ba,"1,384 sqft",38118,TN,Memphis,3612 Prescott Rd
"1529 Suncrest Dr   #8 Kingsport, TN 37665",$825/mo,2bd,1ba,No Data,37665,TN,Kingsport,1529 Suncrest Dr   #8
"4741 Janie Ave Millington, TN 38053","$1,500/mo",3bd,2ba,No Data,38053,TN,Millington,4741 Janie Ave
"1119 Lipscomb Dr Brentwood, TN 37027","$2,850/mo",3bd,2ba,"1,718 sqft",37027,TN,Brentwood,1119 Lipscomb Dr
"600 O'Hara Cv Lebanon, TN 37087","$2,295/mo",3bd,2.5ba,"2,385 sqft",37087,TN,Lebanon,600 O'Hara Cv
"PARC AT INGLESIDE Ingleside, TX 78362","$1,075 - $1,455/mo",1-2bd,1-2ba,No Data,78362,TX,Ingleside,PARC AT INGLESIDE
"14317 Bryce Ln Manor, TX 78653","$2,300/mo",4bd,3ba,"2,208 sqft",78653,TX,Manor,14317 Bryce Ln
"2706 Edgefield St   #B Killeen, TX 76549","$1,100/mo",3bd,2ba,"1,200 sqft",76549,TX,Killeen,2706 Edgefield St   #B
"1102 August Dr Killeen, TX 76549","$1,795/mo",3bd,2ba,"1,496 sqft",76549,TX,Killeen,1102 August Dr
"126 Meadowbrook Dr Temple, TX 76502","$1,845/mo",3bd,2ba,"1,522 sqft",76502,TX,Temple,126 Meadowbrook Dr
"916 Industrial Ave  #A Copperas Cove, TX 76522","$1,400/mo",3bd,2ba,"1,286 sqft",76522,TX,Copperas Cove,916 Industrial Ave  #A
"Oxford at Medical Center, LLC San Antonio, TX 78229","$1,073 - $1,843/mo",1-2bd,1-2ba,No Data,78229,TX,San Antonio,"Oxford at Medical Center, LLC"
"2815 Gustavo Dr Converse, TX 78109","$1,900/mo",4bd,2ba,"1,627 sqft",78109,TX,Converse,2815 Gustavo Dr
"11411 Garden Fls San Antonio, TX 78245","$2,225/mo",4bd,2.5ba,"2,521 sqft",78245,TX,San Antonio,11411 Garden Fls
"7427 Boa Holw San Antonio, TX 78253","$2,219/mo",3bd,2ba,"1,662 sqft",78253,TX,San Antonio,7427 Boa Holw
"227 Ocean Ave Surfside Beach, TX 77541","$2,000/mo",2bd,1ba,900 sqft,77541,TX,Surfside Beach,227 Ocean Ave
"123 W  6th St   #2 Freeport, TX 77541",$750/mo,3bd,1ba,"3,396 sqft",77541,TX,Freeport,123 W  6th St   #2
"301 Parkway #348 College Station, TX 77840","$2,395/mo",4bd,4ba,"1,495 sqft",77840,TX,College Station,301 Parkway #348
"2490 Horse Shoe Dr College Station, TX 77845","$2,000/mo",4bd,3ba,"1,736 sqft",77845,TX,College Station,2490 Horse Shoe Dr
"Encino Pointe San Marcos, TX 78666","$1,091 - $1,732/mo",1-4bd,1-2ba,No Data,78666,TX,San Marcos,Encino Pointe
"6050 Sandy Creek Dr Baytown, TX 77523","$2,400/mo",4bd,3ba,"2,756 sqft",77523,TX,Baytown,6050 Sandy Creek Dr
"Creekside Townhomes Richardson, TX 75080","$1,944 - $3,432/mo",1-3bd,1-2ba,No Data,75080,TX,Richardson,Creekside Townhomes
"101 S  Alabama St   #1 Celina, TX 75009","$1,575/mo",2bd,1.5ba,"1,061 sqft",75009,TX,Celina,101 S  Alabama St   #1
"9806 Vita Dolce Ct Frisco, TX 75035","$7,800/mo",5bd,4.5ba,"5,600 sqft",75035,TX,Frisco,9806 Vita Dolce Ct
"6760 Manitowoc Dr Plano, TX 75023","$2,475/mo",4bd,2ba,"1,880 sqft",75023,TX,Plano,6760 Manitowoc Dr
"1688 Kimberly Dawn Dr New Braunfels, TX 78130","$1,800/mo",3bd,2ba,"1,587 sqft",78130,TX,New Braunfels,1688 Kimberly Dawn Dr
"547 E  Division St Pilot Point, TX 76258","$2,550/mo",4bd,2ba,"2,059 sqft",76258,TX,Pilot Point,547 E  Division St
"Delante Apartments Irving, TX 75039","$1,505 - $2,115/mo",1-2bd,1-2ba,No Data,75039,TX,Irving,Delante Apartments
"Addison Grove Addison, TX 75001","$1,437 - $2,959/mo",Studio-2bd,1-2.5ba,No Data,75001,TX,Addison, Grove
"5825 Marvin Loving Dr #211 Garland, TX 75043","$1,099/mo",1bd,1ba,669 sqft,75043,TX,Garland,5825 Marvin Loving Dr #211
"6436 Royal Cedar Dr Dallas, TX 75236","$2,194/mo",3bd,2ba,"1,298 sqft",75236,TX,Dallas,6436 Royal Cedar Dr
"Varia at Highland Village Lewisville, TX 75077","$2,014 - $3,400/mo",2-3bd,2ba,No Data,75077,TX,Lewisville,Varia at Highland Village
"6917 Crenshaw Ln Denton, TX 76210","$2,490/mo",4bd,2ba,"2,125 sqft",76210,TX,Denton,6917 Crenshaw Ln
"305 Anvil Dr Haslet, TX 76052","$1,925/mo",3bd,2ba,"1,640 sqft",76052,TX,Haslet,305 Anvil Dr
"10256 Franklin Dr Providence Village, TX 76227","$1,995/mo",3bd,2.5ba,"2,067 sqft",76227,TX,Providence Village,10256 Franklin Dr
"Peppertree Apartment Homes Odessa, TX 79761","$895 - $1,320/mo",1-2bd,1ba,No Data,79761,TX,Odessa,Peppertree Apartment Homes
"228 Garden Valley Ln Red Oak, TX 75154","$2,169/mo",3bd,2ba,"1,511 sqft",75154,TX,Red Oak,228 Garden Valley Ln
"4916 Royal Dr El Paso, TX 79924","$1,400/mo",3bd,2ba,"1,618 sqft",79924,TX,El Paso,4916 Royal Dr
"5005 Meade Ct El Paso, TX 79904","$1,049/mo",2bd,1ba,"1,041 sqft",79904,TX,El Paso,5005 Meade Ct
"1625 Wooded Acres Dr   #105 Waco, TX 76710",$725/mo,2bd,1ba,775 sqft,76710,TX,Waco,1625 Wooded Acres Dr   #105
"1810 Runaway Scrape Ct Richmond, TX 77406","$1,975/mo",3bd,2ba,"1,874 sqft",77406,TX,Richmond,1810 Runaway Scrape Ct
"17202 Quiet Song Ct Richmond, TX 77407","$2,495/mo",5bd,2.5ba,"2,628 sqft",77407,TX,Richmond,17202 Quiet Song Ct
"1227 Muscadine Hollow Ln Richmond, TX 77406","$2,600/mo",4bd,3ba,"2,067 sqft",77406,TX,Richmond,1227 Muscadine Hollow Ln
"1903 Avenue Rosenberg, TX 77471","$1,600/mo",2bd,1ba,"1,000 sqft",77471,TX,Rosenberg,1903 Avenue
"2609 Broadway St Galveston, TX 77550","$1,800/mo",2bd,1ba,"1,146 sqft",77550,TX,Galveston,2609 Broadway St
"327 Twin Timbers Ln Kemah, TX 77565","$3,300/mo",4bd,3.5ba,"2,631 sqft",77565,TX,Kemah,327 Twin Timbers Ln
"819 9th St Galveston, TX 77550","$2,295/mo",3bd,2.5ba,"1,584 sqft",77550,TX,Galveston,819 9th St
"3911 Nature Ct Denison, TX 75020","$2,245/mo",3bd,2.5ba,"1,903 sqft",75020,TX,Denison,3911 Nature Ct
"26124 Avenue E #B Dobbin, TX 77333","$1,550/mo",3bd,2.5ba,"1,564 sqft",77333,TX,,
"Judson Meadow Apartments San Antonio, TX 78233","$1,455/mo",3bd,2ba,No Data,78233,TX,San Antonio,Judson Meadow Apartments
"Oaks at Greenview Houston, TX 77015","$843 - $1,280/mo",1-2bd,1-2ba,No Data,77015,TX,Houston,Oaks at Greenview
"Arielle Springwoods Spring, TX 77388","$1,220 - $1,970/mo",1-3bd,1-2ba,No Data,77388,TX,Spring,Arielle woods
"Tuscany Court Apartments Houston, TX 77057","$1,260 - $2,075/mo",1-2bd,1-2ba,No Data,77057,TX,Houston,Tuscany Court Apartments
"5234 Jasmine Valley Ct Katy, TX 77449","$2,400/mo",3bd,2ba,"1,635 sqft",77449,TX,Katy,5234 Jasmine Valley Ct
"213 Cobb Branch Dr Maxwell, TX 78656","$2,130/mo",3bd,2ba,"1,512 sqft",78656,TX,,
"325 Feathergrass Dr Buda, TX 78610","$2,000/mo",3bd,2ba,"1,506 sqft",78610,TX,Buda,325 Feathergrass Dr
"503 E  College St   #A Athens, TX 75751",$750/mo,1bd,1ba,760 sqft,75751,TX,Athens,503 E  College St   #A
"1401 Coyote Hls Edinburg, TX 78541","$1,100/mo",2bd,2ba,"1,080 sqft",78541,TX,Edinburg,1401 Coyote Hls
"3421 Sahara Dr   #4 Edinburg, TX 78541","$1,150/mo",3bd,2ba,"1,080 sqft",78541,TX,Edinburg,3421 Sahara Dr   #4
"2802 James Rd Granbury, TX 76049","$1,350/mo",3bd,2ba,"1,150 sqft",76049,TX,Granbury,2802 James Rd
"1220 Cooley Dr Borger, TX 79007",$900/mo,2bd,1ba,888 sqft,79007,TX,Borger,1220 Cooley Dr
"4690 Galveston St Beaumont, TX 77703","$1,295/mo",3bd,1ba,"1,050 sqft",77703,TX,Beaumont,4690 Galveston St
"134 Sammy Fowler Ave Venus, TX 76084","$2,495/mo",4bd,2ba,"1,784 sqft",76084,TX,Venus,134 Sammy Fowler Ave
"3032 Chaco Dr Forney, TX 75126","$2,500/mo",4bd,2.5ba,"2,153 sqft",75126,TX,Forney,3032 Chaco Dr
"4012 Dusk Dr Forney, TX 75126","$2,350/mo",3bd,2ba,"1,880 sqft",75126,TX,Forney,4012 Dusk Dr
"JWC - 509 W Ave B - Copperas Cove Copperas Cove, TX 76522","$1,250/mo",3bd,2ba,No Data,76522,TX,Copperas Cove,JWC - 509 W Ave B - 
"3455 Hyacinth Dr Kingsland, TX 78639","$1,099/mo",2bd,1ba,720 sqft,78639,TX,Kingsland,3455 Hyacinth Dr
"2422 24th Street Lubbock, TX 79411",$600/mo,1bd,1ba,No Data,79411,TX,Lubbock,2422 24th Street
"1109 80th St   #B Lubbock, TX 79423","$1,395/mo",3bd,2ba,"1,443 sqft",79423,TX,Lubbock,1109 80th St   #B
"218 Lake Ct Wolfforth, TX 79382","$2,029/mo",3bd,2.5ba,"1,764 sqft",79382,TX,Wolfforth,218 Lake Ct
"4604 Rocking K Dr Waco, TX 76705","$1,700/mo",3bd,2ba,No Data,76705,TX,Waco,4604 Rocking K Dr
"4406 Parkhurst Dr Midland, TX 79707","$2,400/mo",3bd,2.5ba,"2,356 sqft",79707,TX,Midland,4406 Parkhurst Dr
"1232 Narrow Heights Dr Conroe, TX 77301","$1,650/mo",3bd,2ba,"1,407 sqft",77301,TX,Conroe,1232 Narrow Heights Dr
"3709 Shady Elk Ct Conroe, TX 77301","$2,375/mo",4bd,2ba,"2,036 sqft",77301,TX,Conroe,3709 Shady Elk Ct
"167 E  Pathfinders Cir Spring, TX 77381","$2,100/mo",3bd,2.5ba,"1,946 sqft",77381,TX,Spring,167 E  Pathfinders Cir
"27079 Badger Way Magnolia, TX 77354","$2,550/mo",4bd,3ba,"1,759 sqft",77354,TX,Magnolia,27079 Badger Way
"811 S  Sutton St Mabank, TX 75147","$1,850/mo",3bd,2ba,"1,405 sqft",75147,TX,Mabank,811 S  Sutton St
"Address Not Disclosed Corpus Christi, TX 78418","$1,650/mo",3bd,2.5ba,"1,300 sqft",78418,TX,Corpus Christi,Address Not Disclosed
"414 W  Couts St Weatherford, TX 76086","$1,695/mo",3bd,2ba,"1,491 sqft",76086,TX,Weatherford,414 W  Couts St
"8403 North Bnd #287-008 Amarillo, TX 79108",$965/mo,3bd,2ba,728 sqft,79108,TX,Amarillo,8403 North Bnd #287-008
"2704 Canyon Dr Amarillo, TX 79109","$1,099/mo",2bd,1ba,720 sqft,79109,TX,Amarillo,2704 Canyon Dr
"373 Sun Valley Dr Royse City, TX 75189","$1,495/mo",3bd,1ba,"1,120 sqft",75189,TX,Royse City,373 Sun Valley Dr
"11085 Pine Acre Trails Blvd #177 Conroe, TX 77303","$1,899/mo",3bd,2ba,"1,456 sqft",77303,TX,Conroe,11085 Pine Acre Trails Blvd #177
"Townhomes at Faulkner Park Tyler, TX 75703","$1,795/mo",3bd,2ba,No Data,75703,TX,Tyler,Townhomes at Faulkner Park
"Wildwood Creek Grapevine, TX 76051","$1,453 - $2,686/mo",1-3bd,1-2ba,No Data,76051,TX,Grapevine,Wildwood Creek
"929 Casa Grandes Dr Arlington, TX 76002","$2,215/mo",3bd,2ba,"1,717 sqft",76002,TX,Arlington,929 Casa Grandes Dr
"5536 Camarillo Dr Fort Worth, TX 76244","$2,095/mo",3bd,2ba,"1,840 sqft",76244,TX,Fort Worth,5536 Camarillo Dr
"4854 Ledgestone Ct Fort Worth, TX 76132","$1,950/mo",2bd,2ba,"1,714 sqft",76132,TX,Fort Worth,4854 Ledgestone Ct
